,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao
4556,42,0,5,5,3,1,4228.0
4557,45,1,3,5,1,4,31743.0
4558,48,0,4,1,1,1,3212.0
4559,47,0,3,1,2,6,5884.0
4560,44,0,3,1,2,1,1724.0
4561,59,0,1,5,3,1,2468.0
4562,49,0,3,5,4,1,1438.3
4563,47,0,5,5,3,1,3111.0
4564,58,0,1,3,3,1,2799.0
4565,48,0,3,4,3,1,1912.0
4566,46,1,3,4,3,4,18927.0
4567,51,0,3,5,3,1,2016.0
4568,51,1,2,6,1,4,4830.0
4569,56,1,2,5,2,4,1438.3
4570,50,0,3,3,2,1,1986.0
4571,47,1,2,1,2,4,2877.0
4572,53,0,1,4,2,1,2312.0
4573,46,0,3,5,3,2,2644.0
4574,39,0,1,2,2,1,2062.0
4575,50,0,1,5,3,1,3510.0
4576,55,1,2,5,2,4,15026.0
4577,50,1,3,4,1,4,27186.0
4578,45,1,5,3,3,3,2174.0
4579,42,1,3,4,2,4,29535.0
4580,50,0,2,3,2,1,2974.0
4581,50,0,2,5,1,1,1438.3
4582,51,0,3,2,3,1,8148.0
4583,48,0,4,6,3,1,2646.0
4584,37,0,3,1,2,6,2054.0
4585,43,1,2,3,3,5,34516.0
4586,37,0,1,3,2,1,1879.0
4587,45,1,4,3,2,4,15913.0
4588,44,0,2,3,2,1,8685.0
4589,60,0,2,2,1,2,2676.0
4590,58,0,1,6,2,1,1438.3
4591,42,1,2,5,2,2,1711.0
4592,61,1,0,3,2,2,2572.0
4593,56,1,4,3,3,3,4535.0
4594,44,1,2,5,3,3,5950.0
4595,39,1,1,1,2,2,2088.0
4596,43,0,3,1,3,1,10466.0
4597,39,1,2,5,3,3,4761.0
4598,50,0,4,1,3,1,1488.0
4599,44,1,2,4,3,3,19114.0
4600,30,0,1,2,2,6,7536.0
4601,47,0,1,5,2,6,2441.0
4602,47,1,3,5,3,4,13189.0
4603,49,0,3,6,3,1,1914.0
4604,42,0,2,5,4,2,2468.0
4605,57,0,1,1,2,1,2564.0
4606,43,0,4,1,3,1,1679.0
4607,44,0,3,3,2,2,3410.0
4608,45,0,3,2,3,1,2728.0
4609,51,1,3,3,2,3,7119.0
4610,57,0,0,3,4,1,3532.0
4611,60,0,1,2,2,6,7459.0
4612,64,0,0,5,2,1,2294.0
4613,37,1,3,5,3,4,1663.0
4614,49,0,3,1,2,2,5129.0
4615,53,0,4,5,3,1,1722.0
4616,46,0,4,5,3,6,2586.0
4617,50,0,2,3,2,1,8708.0
4618,56,0,3,1,2,1,8869.0
4619,45,0,3,5,3,1,2641.0
4620,43,1,4,3,4,4,34516.0
4621,52,1,2,1,3,4,34516.0
4622,47,0,3,1,2,1,1965.0
4623,50,0,0,3,3,1,1513.0
4624,42,1,4,4,2,2,10543.0
4625,49,1,1,5,2,4,17764.0
4626,50,0,2,5,2,2,1438.3
4627,49,0,2,4,2,2,6371.0
4628,43,1,4,5,4,4,19188.0
4629,60,1,0,4,1,1,3076.0
4630,49,1,4,5,2,2,2822.0
4631,42,0,4,4,3,2,4139.0
4632,42,1,3,4,2,4,34516.0
4633,43,1,3,5,2,5,4121.0
4634,42,0,2,7,1,1,10074.0
4635,43,1,5,2,3,3,2621.0
4636,47,1,1,3,3,3,3394.0
4637,56,1,1,2,2,4,17628.0
4638,56,1,2,7,2,4,4480.0
4639,43,0,3,3,1,1,3370.0
4640,38,1,2,1,2,3,12871.0
4641,47,0,1,5,3,6,3112.0
4642,57,0,3,1,2,1,1551.0
4643,44,1,3,5,2,3,1682.0
4644,42,0,1,3,3,1,2758.0
4645,49,0,1,3,3,1,1909.0
4646,48,1,2,3,3,4,11332.0
4647,44,1,5,7,2,5,7567.0
4648,42,1,4,1,3,3,6743.0
4649,48,1,4,1,2,4,32838.0
4650,42,0,3,7,2,1,1438.3
4651,43,1,4,1,3,4,2510.0
4652,50,0,3,2,1,1,3199.0
4653,35,0,1,3,3,1,1918.0
4654,47,1,2,3,3,3,18660.0
4655,41,1,3,6,1,4,7591.0
4656,43,1,2,4,2,5,14315.0
4657,64,0,1,3,4,6,18038.0
4658,42,0,4,5,2,1,1853.0
4659,49,1,5,7,2,2,4951.0
4660,46,1,3,2,2,5,34516.0
4661,51,0,0,5,3,1,1757.0
4662,47,1,5,5,3,3,24033.0
4663,38,0,2,1,2,2,3276.0
4664,52,1,1,1,3,5,3614.0
4665,47,1,4,3,4,3,1943.0
4666,40,0,2,6,3,2,3795.0
4667,43,0,3,5,2,1,4075.0
4668,48,0,1,5,2,1,3001.0
4669,47,1,4,1,1,1,5726.0
4670,54,0,3,5,2,1,2077.0
4671,41,0,2,5,3,1,2157.0
4672,40,0,3,4,1,2,2037.0
4673,33,1,2,7,2,5,14914.0
4674,47,0,2,3,2,1,1580.0
4675,46,1,3,4,3,3,15483.0
4676,44,0,2,7,4,1,1916.0
4677,51,1,3,5,2,4,3610.0
4678,48,0,3,5,3,1,1667.0
4679,51,0,1,3,2,1,1438.3
4680,48,0,1,5,3,1,1942.0
4681,48,0,4,2,2,6,2231.0
4682,50,0,4,4,3,6,6465.0
4683,35,1,2,3,1,2,8599.0
4684,35,0,4,5,2,1,1438.3
4685,51,0,1,5,2,1,4402.0
4686,50,1,0,1,4,3,5444.0
4687,50,0,2,3,3,1,1438.3
4688,54,0,1,1,3,1,1438.3
4689,45,0,5,1,2,1,2679.0
4690,31,0,0,6,2,1,2766.0
4691,42,1,3,5,2,3,25293.0
4692,45,0,2,6,2,6,2707.0
4693,45,0,4,5,1,1,1748.0
4694,45,0,3,3,2,2,4034.0
4695,53,1,0,2,4,5,26129.0
4696,51,1,2,3,3,4,14902.0
4697,38,0,2,2,2,2,12228.0
4698,55,0,2,5,2,1,1724.0
4699,47,0,3,5,2,1,1438.3
4700,38,1,1,5,2,4,16665.0
4701,52,1,3,2,2,5,20974.0
4702,43,0,5,1,2,1,3139.0
4703,54,1,2,1,2,5,19865.0
4704,42,0,5,3,4,1,2069.0
4705,35,0,1,4,2,1,2231.0
4706,62,0,0,3,2,6,33371.0
4707,48,0,3,4,3,1,2544.0
4708,41,1,4,3,2,5,34516.0
4709,49,0,2,5,1,2,5370.0
4710,54,1,0,5,2,4,22437.0
4711,53,0,3,4,3,1,3573.0
4712,51,1,2,5,4,3,1959.0
4713,59,0,0,5,3,1,1661.0
4714,39,0,3,2,2,6,5363.0
4715,65,0,2,4,2,2,3009.0
4716,47,1,4,3,2,2,18535.0
4717,42,1,3,3,2,1,2171.0
4718,45,1,5,1,3,4,34516.0
4719,57,0,0,1,3,1,2376.0
4720,51,0,3,2,3,1,2882.0
4721,50,0,1,5,2,1,3277.0
4722,47,1,2,1,3,4,2514.0
4723,57,0,5,5,3,2,3301.0
4724,48,1,3,6,2,3,12391.0
4725,47,0,2,7,2,1,2168.0
4726,42,0,3,1,3,6,7762.0
4727,45,0,3,7,4,6,12587.0
4728,52,1,2,1,3,3,14785.0
4729,37,1,2,3,2,3,3433.0
4730,60,0,1,1,2,2,2425.0
4731,63,1,0,5,2,3,11619.0
4732,62,0,0,3,2,1,3989.0
4733,47,0,1,1,2,1,2173.0
4734,50,0,0,5,3,1,2393.0
4735,39,0,2,5,3,1,1677.0
4736,40,0,3,2,2,1,2035.0
4737,39,1,3,4,2,5,8842.0
4738,42,0,2,1,1,1,2483.0
4739,65,1,0,5,2,2,13921.0
4740,32,0,1,5,2,1,2761.0
4741,47,0,2,6,2,2,2623.0
4742,49,0,4,1,4,1,3232.0
4743,48,1,3,5,2,3,19075.0
4744,45,1,4,4,3,4,31978.0
4745,62,1,1,5,2,5,34516.0
4746,45,0,3,3,1,1,6225.0
4747,49,0,4,1,2,6,2672.0
4748,41,0,4,5,4,2,10360.0
4749,50,1,2,3,3,5,10747.0
4750,46,1,5,2,2,3,3135.0
4751,42,0,3,2,2,1,1438.3
4752,41,0,4,2,1,1,3189.0
4753,65,1,1,2,2,1,8963.0
4754,55,1,1,2,2,3,1723.0
4755,36,0,3,2,3,6,2161.0
4756,46,0,3,5,2,1,3901.0
4757,58,0,1,7,3,1,1438.3
4758,42,0,3,2,4,1,3131.0
4759,38,0,2,5,2,2,2331.0
4760,29,0,1,2,3,1,1895.0
4761,46,0,4,1,4,6,26496.0
4762,55,0,2,5,2,1,1583.0
4763,57,0,2,3,3,1,1438.3
4764,45,0,4,5,2,1,2072.0
4765,47,0,1,7,4,1,2707.0
4766,43,0,3,3,3,1,13608.0
4767,52,0,3,1,2,6,10273.0
4768,64,0,0,3,2,1,2609.0
4769,52,0,2,5,3,1,8431.0
4770,61,1,0,3,4,3,5852.0
4771,40,0,3,2,3,1,3140.0
4772,50,1,4,1,3,2,12914.0
4773,45,0,5,5,2,1,8694.0
4774,36,0,1,1,2,1,1735.0
4775,51,0,3,3,2,6,2286.0
4776,43,0,2,5,3,1,3589.0
4777,51,0,2,1,2,1,2673.0
4778,47,1,2,1,3,4,9437.0
4779,39,0,2,3,2,2,2751.0
4780,40,1,1,3,2,2,11557.0
4781,38,0,2,3,3,6,14831.0
4782,51,0,2,5,2,2,1495.0
4783,44,1,5,1,3,3,2791.0
4784,38,1,3,5,2,5,9703.0
4785,47,1,5,1,2,5,3889.0
4786,32,0,0,1,2,6,14140.0
4787,53,1,3,6,3,4,9106.0
4788,40,0,3,2,3,1,2694.0
4789,45,1,3,5,4,3,19629.0
4790,41,1,4,5,2,2,6507.0
4791,53,0,2,4,2,6,10195.0
4792,44,0,5,4,3,1,2096.0
4793,39,0,2,5,2,2,11314.0
4794,50,0,1,2,2,1,1837.0
4795,39,1,3,1,2,3,7821.0
4796,44,0,3,5,3,1,1984.0
4797,56,0,3,6,2,1,2535.0
4798,63,1,0,2,2,2,1970.0
4799,50,1,1,1,3,5,34516.0
4800,40,0,3,5,2,1,2694.0
4801,48,1,3,1,2,3,4476.0
4802,53,0,2,2,2,2,1699.0
4803,44,0,1,2,3,1,1953.0
4804,56,0,2,5,1,6,5264.0
4805,40,0,3,2,2,6,3698.0
4806,41,1,4,5,2,5,34516.0
4807,40,0,4,1,3,1,2712.0
4808,45,0,4,3,4,1,5486.0
4809,40,0,2,6,3,1,2107.0
4810,52,1,3,2,1,5,18096.0
4811,59,0,2,1,2,6,2721.0
4812,49,0,2,3,4,1,2976.0
4813,47,1,2,5,4,4,16741.0
4814,42,0,3,5,4,1,3714.0
4815,41,0,5,5,3,1,6936.0
4816,43,1,5,3,3,5,11099.0
4817,40,0,4,5,2,1,15987.0
4818,45,0,1,3,1,1,4406.0
4819,43,1,2,3,3,5,34516.0
4820,48,0,2,5,3,6,5104.0
4821,46,0,1,2,2,2,7195.0
4822,41,0,3,7,3,1,1956.0
4823,38,0,3,6,3,1,3317.0
4824,45,0,0,1,3,2,2759.0
4825,44,0,2,5,3,6,6038.0
4826,35,0,2,2,2,1,2942.0
4827,49,0,4,5,3,1,5095.0
4828,47,0,4,5,1,1,1438.3
4829,48,1,3,3,2,4,10111.0
4830,50,0,4,5,2,1,3201.0
4831,44,1,4,2,1,3,2761.0
4832,37,1,3,5,4,2,5987.0
4833,47,0,3,3,2,6,5630.0
4834,35,0,1,5,2,6,6622.0
4835,51,1,0,5,3,5,18733.0
4836,36,0,3,5,2,2,2265.0
4837,33,0,2,1,3,2,2907.0
4838,32,0,0,2,3,6,8791.0
4839,59,0,0,7,3,1,2302.0
4840,51,0,2,1,1,2,5489.0
4841,50,0,1,3,3,1,2055.0
4842,39,0,1,6,3,2,2147.0
4843,49,0,4,1,4,1,1757.0
4844,43,1,3,4,3,4,2900.0
4845,41,0,2,5,2,1,2670.0
4846,51,1,2,1,4,4,21382.0
4847,54,0,0,4,3,2,2254.0
4848,40,0,5,1,2,6,4433.0
4849,55,0,2,5,3,1,1438.3
4850,49,0,2,5,1,1,2520.0
4851,41,0,3,5,2,2,5655.0
4852,48,1,4,1,4,3,1438.3
4853,44,0,3,1,2,1,2786.0
4854,51,0,3,3,4,1,3961.0
4855,43,1,3,1,1,3,2476.0
4856,52,1,3,2,3,4,11606.0
4857,45,0,3,1,3,6,8459.0
4858,48,0,2,5,2,6,9554.0
4859,50,1,2,2,2,3,4388.0
4860,43,1,2,5,3,3,19826.0
4861,34,0,1,5,3,2,2173.0
4862,48,0,3,1,1,2,2545.0
4863,49,0,4,5,3,1,1757.0
4864,54,1,2,5,3,4,3164.0
4865,44,0,2,5,3,1,6022.0
4866,46,0,3,4,3,1,1804.0
4867,53,1,2,2,4,5,22664.0
4868,39,1,3,5,2,3,2527.0
4869,49,0,0,7,3,1,3547.0
4870,52,0,1,4,2,1,1438.3
4871,51,0,1,4,3,6,6182.0
4872,40,1,3,3,1,4,29715.0
4873,49,0,2,4,3,1,2154.0
4874,46,1,3,5,1,3,2179.0
4875,59,1,0,2,2,3,4906.0
4876,38,0,1,1,3,2,2346.0
4877,45,0,3,5,2,1,4753.0
4878,44,0,2,5,4,1,1880.0
4879,64,1,0,4,2,1,12155.0
4880,49,0,1,5,3,2,2721.0
4881,51,0,1,5,3,1,6160.0
4882,41,0,4,5,2,1,2069.0
4883,41,1,2,3,2,4,28422.0
4884,39,1,4,2,3,4,1438.3
4885,41,1,3,5,4,1,1438.3
4886,65,1,0,5,2,6,1671.0
4887,44,0,5,5,2,1,1491.0
4888,43,1,3,5,1,4,11422.0
4889,54,0,4,1,3,1,5139.0
4890,61,1,0,7,2,3,4783.0
4891,47,1,3,1,2,3,2589.0
4892,38,1,1,5,1,4,8138.0
4893,51,0,3,5,3,6,4502.0
4894,44,1,5,1,3,3,33521.0
4895,48,0,3,3,2,1,4361.0
4896,53,1,4,4,1,3,7026.0
4897,50,1,2,3,3,4,16388.0
4898,30,0,1,5,3,1,2905.0
4899,41,1,1,2,2,4,2404.0
4900,55,0,4,3,3,1,1477.0
4901,43,0,4,6,4,1,3556.0
4902,48,1,3,5,3,3,5649.0
4903,41,0,3,6,1,2,14345.0
4904,47,0,3,3,3,1,6524.0
4905,55,0,1,1,3,1,2281.0
4906,47,0,4,4,3,1,2633.0
4907,51,1,3,5,3,4,7693.0
4908,44,0,3,3,2,6,10262.0
4909,49,0,2,1,2,6,11320.0
4910,53,0,1,4,2,1,2482.0
4911,47,0,3,3,3,1,3035.0
4912,51,1,2,5,2,5,26308.0
4913,53,0,4,1,2,1,6721.0
4914,49,1,2,4,2,3,6205.0
4915,35,0,3,2,2,1,2624.0
4916,40,0,3,5,3,1,1479.0
4917,44,1,3,4,3,3,4489.0
4918,53,0,1,5,3,6,5842.0
4919,42,0,4,1,3,1,8777.0
4920,51,0,2,1,2,1,3250.0
4921,46,1,1,2,3,3,15060.0
4922,40,1,4,3,1,4,2126.0
4923,47,1,4,1,4,2,4907.0
4924,51,0,1,2,3,6,3553.0
4925,41,0,4,3,2,6,2515.0
4926,41,1,4,1,2,4,4428.0
4927,43,1,1,3,3,2,1616.0
4928,64,0,1,5,2,1,6723.0
4929,42,0,1,2,3,1,2756.0
4930,50,0,3,3,3,1,2897.0
4931,52,0,2,2,3,1,5456.0
4932,46,0,1,5,2,2,3569.0
4933,39,1,5,4,3,4,34198.0
4934,44,1,2,5,2,4,34516.0
4935,57,0,3,4,2,2,2817.0
4936,53,0,1,2,2,1,2126.0
4937,43,0,2,2,2,1,2573.0
4938,45,0,3,1,3,2,2016.0
4939,48,0,1,4,4,1,4006.0
4940,41,0,3,3,1,6,5869.0
4941,47,1,2,5,4,4,4586.0
4942,50,0,2,4,2,1,1438.3
4943,46,1,5,1,3,3,1790.0
4944,51,0,0,5,3,6,5862.0
4945,43,1,5,1,3,3,7411.0
4946,47,0,2,4,3,1,5667.0
4947,47,1,4,4,2,3,15594.0
4948,47,0,3,3,3,6,11410.0
4949,47,1,3,7,3,3,1584.0
4950,44,1,1,2,3,4,13298.0
4951,51,0,2,1,3,1,2114.0
4952,44,1,1,1,2,3,2540.0
4953,41,0,5,2,2,1,1762.0
4954,47,0,1,2,3,1,2245.0
4955,47,1,1,2,3,2,8168.0
4956,41,1,2,5,2,3,2238.0
4957,54,0,2,7,3,1,3881.0
4958,44,1,4,5,3,4,20485.0
4959,44,0,2,7,4,6,9856.0
4960,44,1,3,3,2,1,2111.0
4961,43,0,3,1,4,1,2905.0
4962,49,1,4,2,1,3,32244.0
4963,47,0,2,6,4,2,5624.0
4964,44,0,4,3,2,1,1656.0
4965,42,1,2,2,3,2,3032.0
4966,42,1,0,3,2,3,15699.0
4967,40,0,3,2,4,2,6608.0
4968,47,0,3,5,2,1,5062.0
4969,44,1,3,2,2,2,1547.0
4970,60,0,0,2,2,1,11060.0
4971,41,0,2,3,3,2,1438.3
4972,46,0,2,1,2,1,3670.0
4973,42,0,3,2,2,1,1538.0
4974,54,0,3,3,3,2,1438.3
4975,45,0,3,4,3,1,2330.0
4976,49,1,1,3,2,3,3170.0
4977,42,0,2,6,4,1,2120.0
4978,53,1,0,5,2,4,20231.0
4979,48,0,4,7,1,6,1438.3
4980,45,0,4,5,3,1,5583.0
4981,41,0,3,2,4,1,7764.0
4982,51,1,3,2,2,4,25670.0
4983,45,1,2,4,2,3,3841.0
4984,52,0,3,5,3,1,2001.0
4985,44,0,3,3,2,1,8512.0
4986,47,0,3,2,4,2,5869.0
4987,44,0,5,1,3,6,5791.0
4988,50,1,2,3,3,5,34516.0
4989,49,1,3,1,3,4,2191.0
4990,37,1,2,1,2,3,2865.0
4991,43,1,4,5,3,5,6467.0
4992,37,0,3,1,3,1,1468.0
4993,58,0,2,5,2,2,5386.0
4994,46,0,3,5,2,1,1438.3
4995,59,0,0,2,2,6,5402.0
4996,49,0,3,2,2,6,3855.0
4997,42,0,1,1,3,1,2983.0
4998,54,0,2,7,4,1,1438.3
4999,31,0,0,6,4,1,4871.0
5000,40,0,2,5,1,1,2636.0
5001,32,0,2,6,3,2,1553.0
5002,45,0,3,3,3,2,3304.0
5003,49,1,4,1,2,5,34516.0
5004,53,0,1,3,2,1,3378.0
5005,34,0,3,2,2,2,2313.0
5006,49,0,0,5,2,1,2434.0
5007,60,0,1,4,2,2,1438.3
5008,40,1,2,4,2,4,14544.0
5009,59,1,0,3,2,3,24621.0
5010,44,0,2,1,3,1,2337.0
5011,49,0,2,3,3,2,2720.0
5012,44,1,2,5,1,4,1965.0
5013,47,1,4,5,3,3,33122.0
5014,52,0,0,6,2,1,1438.3
5015,47,0,1,3,3,1,2709.0
5016,57,0,2,2,3,6,2404.0
5017,41,1,2,3,3,3,4499.0
5018,33,0,3,6,1,6,4734.0
5019,55,1,2,5,3,5,4697.0
5020,50,1,2,1,3,5,34516.0
5021,47,1,3,7,1,3,2572.0
5022,56,1,1,2,1,3,3110.0
5023,41,1,4,1,3,3,1734.0
5024,46,0,5,3,3,6,3562.0
5025,43,0,1,5,3,1,1536.0
5026,39,1,4,3,3,3,19198.0
5027,42,0,3,3,3,6,4540.0
5028,45,0,5,5,4,1,1438.3
5029,54,0,4,5,2,1,1990.0
5030,59,1,0,3,2,5,3422.0
5031,45,0,4,6,1,1,2192.0
5032,43,0,2,1,3,1,5152.0
5033,41,1,4,7,1,1,2515.0
5034,49,0,0,2,2,1,2094.0
5035,48,0,3,2,2,2,1906.0
5036,42,1,5,1,3,3,5096.0
5037,39,1,1,3,1,2,2222.0
5038,42,0,3,1,1,2,3015.0
5039,48,1,3,2,2,2,3786.0
5040,39,1,3,2,3,2,12078.0
5041,48,0,3,4,2,6,6448.0
5042,47,0,3,1,2,1,5398.0
5043,59,0,2,2,3,1,1438.3
5044,33,0,0,2,2,2,1438.3
5045,48,0,4,5,3,1,2620.0
5046,49,1,2,2,3,3,13435.0
5047,43,0,3,7,3,1,3186.0
5048,42,0,4,5,3,2,1950.0
5049,63,1,0,7,2,1,7098.0
5050,42,0,2,5,3,1,2250.0
5051,45,1,5,7,3,5,34516.0
5052,58,0,1,7,3,1,2495.0
5053,39,0,2,3,3,1,3086.0
5054,53,0,2,5,3,1,1520.0
5055,38,1,2,2,2,5,4043.0
5056,65,1,1,3,2,1,4599.0
5057,38,0,4,1,3,1,1438.3
5058,55,0,3,5,1,6,7869.0
5059,60,0,1,1,1,2,5362.0
5060,60,1,0,7,1,2,16541.0
5061,45,0,2,2,2,1,7486.0
5062,42,0,5,2,2,1,1438.3
5063,51,0,2,5,2,6,8365.0
5064,56,0,1,4,2,1,2846.0
5065,49,0,4,7,2,1,7789.0
5066,44,0,4,2,2,1,1438.3
5067,48,0,2,4,3,6,2220.0
5068,48,1,3,1,3,5,6626.0
5069,46,0,2,5,3,6,5547.0
5070,37,0,2,5,4,1,1734.0
5071,41,0,4,1,3,1,2934.0
5072,44,1,4,3,3,5,14527.0
5073,48,0,4,2,2,1,2646.0
5074,47,1,3,4,2,4,8185.0
5075,46,1,5,3,2,2,6340.0
5076,62,1,1,5,2,4,5711.0
5077,46,0,3,7,2,1,2258.0
5078,43,0,2,2,4,1,2086.0
5079,44,0,3,4,3,2,3256.0
5080,50,1,3,3,3,3,14854.0
5081,49,1,4,4,4,5,7184.0
5082,48,1,3,1,1,2,6541.0
5083,62,1,0,2,2,2,9065.0
5084,54,1,2,2,2,2,3682.0
5085,56,0,2,7,3,1,1438.3
5086,46,0,4,5,3,6,2286.0
5087,57,1,3,3,2,4,12663.0
5088,48,0,2,4,2,1,1438.3
5089,39,0,5,5,2,1,1438.3
5090,45,0,3,3,3,6,5056.0
5091,53,0,0,5,2,1,1438.3
5092,26,1,0,1,3,5,30928.0
5093,40,1,3,5,3,4,1804.0
5094,43,1,2,4,3,4,1669.0
5095,33,0,2,3,4,6,9725.0
5096,45,1,1,2,2,3,21696.0
5097,49,0,2,3,3,1,2992.0
5098,38,0,1,7,2,1,1934.0
5099,43,1,5,2,3,5,34516.0
5100,42,0,4,2,2,1,1734.0
5101,42,0,4,2,2,1,1438.3
5102,39,0,2,7,3,1,1438.3
5103,48,1,2,2,2,2,9673.0
5104,56,0,2,7,2,2,3609.0
5105,39,0,2,2,2,1,1438.3
5106,39,1,2,5,2,2,6423.0
5107,48,0,3,5,3,2,14899.0
5108,52,0,2,4,3,2,3224.0
5109,44,0,3,3,3,1,4135.0
5110,44,1,1,1,3,3,4969.0
5111,41,0,3,4,2,2,8376.0
5112,44,1,2,1,2,4,3454.0
5113,42,1,3,3,3,4,25944.0
5114,49,1,3,3,3,3,1438.3
5115,38,0,0,3,2,1,1556.0
5116,57,1,3,5,3,3,8701.0
5117,33,1,2,2,2,2,5600.0
5118,45,0,3,5,1,1,2900.0
5119,61,0,0,5,3,2,4906.0
5120,41,0,4,7,2,1,2687.0
5121,40,0,3,3,4,2,4464.0
5122,51,0,2,5,2,2,1438.3
5123,34,0,1,4,3,1,2221.0
5124,42,1,4,2,3,3,2966.0
5125,38,0,2,3,3,2,1593.0
5126,41,0,2,2,2,1,2450.0
5127,53,0,3,5,4,1,1529.0
5128,45,0,3,5,2,2,6274.0
5129,43,0,4,1,2,1,1438.3
5130,41,0,3,5,3,1,2134.0
5131,50,1,1,4,3,4,17158.0
5132,51,0,2,2,3,2,3359.0
5133,47,1,3,5,3,4,11997.0
5134,41,0,2,5,3,1,3302.0
5135,55,0,3,3,2,2,2687.0
5136,53,0,3,6,3,1,1438.3
5137,46,0,3,3,3,1,1801.0
5138,53,1,1,6,2,3,4573.0
5139,48,0,5,5,3,1,2860.0
5140,46,0,3,2,3,2,13387.0
5141,46,0,2,3,2,1,2283.0
5142,47,0,4,1,3,1,2033.0
5143,49,0,5,3,3,2,2506.0
5144,47,0,1,2,2,1,1438.3
5145,42,1,4,2,1,4,2447.0
5146,54,0,2,2,2,1,1438.3
5147,41,1,2,5,3,4,10873.0
5148,39,0,4,4,3,2,7596.0
5149,54,0,3,4,3,1,2921.0
5150,42,0,3,3,2,2,10136.0
5151,52,0,3,3,3,1,2187.0
5152,60,0,0,2,2,1,3302.0
5153,40,1,3,2,4,4,30997.0
5154,48,0,1,2,2,1,2578.0
5155,51,0,1,1,3,1,1438.3
5156,48,1,3,5,2,4,3034.0
5157,46,0,1,1,2,1,1438.3
5158,50,0,2,5,2,6,2611.0
5159,54,0,2,7,3,2,2222.0
5160,37,0,2,5,4,1,3328.0
5161,43,0,3,1,3,1,2440.0
5162,54,0,4,4,2,6,9723.0
5163,60,0,1,5,2,1,2346.0
5164,51,1,2,5,3,3,26142.0
5165,39,0,4,3,2,6,12405.0
5166,47,1,1,3,2,4,17655.0
5167,51,0,2,1,3,1,4941.0
5168,30,0,1,2,4,1,1644.0
5169,34,0,2,5,2,6,3095.0
5170,60,0,0,5,1,1,3828.0
5171,49,0,2,2,2,1,2182.0
5172,51,1,2,1,2,3,13906.0
5173,50,1,1,3,3,4,10588.0
5174,32,0,2,6,2,1,2973.0
5175,50,0,2,6,3,6,4045.0
5176,40,1,4,5,3,4,2165.0
5177,34,0,2,5,3,1,5845.0
5178,50,1,2,1,2,5,15341.0
5179,45,1,4,4,3,3,3035.0
5180,45,0,3,3,2,6,1986.0
5181,45,0,3,4,3,1,4602.0
5182,43,0,5,2,2,1,2689.0
5183,65,1,0,1,2,2,9383.0
5184,47,0,4,5,2,1,1438.3
5185,42,0,2,2,2,1,1443.0
5186,51,0,4,5,2,1,2847.0
5187,44,1,5,3,2,4,15638.0
5188,43,1,2,6,3,5,10700.0
5189,44,0,2,5,2,1,1438.3
5190,50,0,1,6,3,2,1694.0
5191,53,0,3,3,4,6,7939.0
5192,42,0,3,5,2,1,2555.0
5193,55,0,2,1,2,1,2850.0
5194,59,1,1,3,2,3,8973.0
5195,58,0,1,1,2,2,6960.0
5196,60,0,2,4,3,1,4167.0
5197,49,0,2,2,3,6,5099.0
5198,42,0,4,5,4,6,2782.0
5199,44,0,3,5,3,1,1480.0
5200,56,1,1,3,2,4,5070.0
5201,52,1,2,1,2,4,2757.0
5202,54,1,2,1,3,4,5774.0
5203,55,1,2,5,3,3,6054.0
5204,57,1,1,1,2,3,19090.0
5205,43,0,2,1,3,1,2069.0
5206,47,0,4,5,3,1,2447.0
5207,56,0,1,2,3,1,3022.0
5208,44,0,2,5,3,1,4473.0
5209,54,0,1,7,1,1,5267.0
5210,37,1,3,5,2,4,7199.0
5211,49,0,2,5,3,1,1438.3
5212,51,0,2,1,2,1,3245.0
5213,47,0,5,1,2,2,3888.0
5214,45,0,5,1,3,6,14728.0
5215,38,0,4,3,2,2,1438.3
5216,48,1,4,1,2,2,11272.0
5217,49,0,3,5,1,1,2705.0
5218,41,1,4,5,3,4,12270.0
5219,54,0,2,2,2,1,3006.0
5220,39,1,2,2,2,4,7901.0
5221,38,1,0,3,2,4,5983.0
5222,64,1,0,4,2,2,7362.0
5223,55,1,2,7,2,4,3046.0
5224,50,1,2,2,3,5,34516.0
5225,55,0,1,7,3,6,12972.0
5226,44,0,5,5,2,6,17785.0
5227,55,1,2,3,2,5,3029.0
5228,58,1,0,5,4,6,9097.0
5229,51,0,2,2,2,1,1438.3
5230,58,1,3,2,1,4,2375.0
5231,47,0,3,5,1,1,8109.0
5232,53,0,1,6,2,2,2618.0
5233,42,0,3,2,3,6,3549.0
5234,45,1,5,5,2,1,2718.0
5235,60,0,0,5,3,1,2230.0
5236,42,0,3,4,2,1,3802.0
5237,55,0,2,2,3,1,2736.0
5238,51,0,2,3,3,1,2258.0
5239,51,0,1,5,3,1,1438.3
5240,65,1,2,1,2,1,2954.0
5241,50,1,4,5,3,4,11882.0
5242,49,0,3,2,3,1,1438.3
5243,38,0,2,5,2,1,1438.3
5244,54,0,3,7,2,1,2778.0
5245,54,0,1,3,3,1,2474.0
5246,54,0,3,1,2,2,5632.0
5247,49,0,3,5,2,6,11025.0
5248,43,0,1,5,2,1,2642.0
5249,43,1,2,5,3,4,30357.0
5250,57,0,1,2,4,1,2201.0
5251,46,0,2,1,3,1,2002.0
5252,43,0,3,3,1,6,8777.0
